name,Town/City
The Association of Licensed Multiple Retailres Ltd,London
The Bakery Worldwide Limited,London
The Bank of Korea,London
The Bank of Nova Scotia,London
"The Bank of Tokyo-Mitsubishi UFJ, Ltd.",London
"The Bank of Yokohama, Ltd",London
The Bar Pro Bono Unit,London
The Bare Film Co Ltd,London
The Barn Agency Limited,London
The Barts Health National Health Service Trust,London
The Beefeater of St Katharine's Dock Ltd T/A The Medieval Banquet,London
The Behaviouralist Ltd.,London
The Belgravia Trichological Group Limited,London
The Berkeley Hotel Limited,London
The Besom Limited,London
The Best Health TCM Ltd,London
The Bible Talks,London
The Big Group Ltd.,London
The BIO Agency Limited,London
The Bio Nano Centre Ltd,London
The Blackstone Group International Partners LLP,London
The Blair Partnership,London
The Blogger Programme,LONDON
THE BLUES KITCHEN LIMITED,LONDON
The BMS Group,London
The Board of Trustees of the Tate Gallery,London
The Bobath Centre for Children with Cerebral Palsy,London
The Bolingbroke Pub Limited,London
The Booksellers Association of the UK & Ireland Ltd,London
The Boston Consulting Group UK LLP,London
The Box Soho Limited,London
The Brace City Ltd,London
The Brand Agency,London
The Brattle Group Limited,London
The Bridge Centre Ltd,London
The Bridge School,London
The Britain-Burma Buddhist Trust,London
The British and Irish Agencies Afghanistan Group (BAAG),London
The British Electrical & Manufacturing Company Ltd,London
The British Institute of International and Comparative Law,London
The British Land Company plc,London
The British Museum,London
The British Private Equity & Venture Capital Association,London
The Buchan Group London Pty Limited,London
The Budgen Partnership Limited,London
The Bureau Film Company Limited,London
The Bureau of Investigative Journalism,London
The Business of Fashion Ltd,London
THE CAMBRIDGE STRATEGY(ASSET MANAGEMENT )LTD,LONDON
The Capital Group Limited,London
The Capital Markets Company (UK) Limited,London
The Capital Partnership UK Ltd,London
The Carbon Trust,London
The Cardinal Hume Academies Trust,London
The Carphone Warehouse Limited,London
The Cavendish London,London
The Centre for Supporters of Human Rights,London
The Challenge Network,London
The Chambers of Lawrence Power,London
The Champs (Uk) Limited,London
The Charter School,London
The Chartered Institute for Securities & Investment,London
The Chartered Institute of Library and Information Professionals,London
The Chartered Institute of Logistics and Transport in the UK,London
The Chartered Institution of Building Services Engineers,London
The Chartered Quality Institute,London
The Chelsea Hardware Co. Ltd T/A Farmer Brothers,London
The Chelsea Houseware Co Ltd T/A Farmer Brothers and J.D Beardmore,London
"The Chiba Bank, Ltd",London
THE CHILDREN'S INVESTMENT FUND FOUNDATION (UK),LONDON
The Children's Place Speech & Language Therapy Ltd.,London
The Church of London Publishing Limited,London
The Church of the Lord (Aladura) Worldwide,London
The City & Guilds of London Institute,London
The City Academy Hackney,London
The City UK Limited,London
The Climate Group,London
The Cobra Group Plc,London
The Cogworks,London
The College of Contemporary Health Limited,London
The Collinson Group Limited,London
The Comedy Cafe (East) Ltd,London
The Co-Mission Churches Trust,London
The Common Purpose Charitable Trust,London
The Communicaid Group Ltd,London
The Communication Channel t/a The Bank,London
The Communication Group plc,London
The Communications Store LTD,London
The Competition and Markets Authority,London
The Conde Nast Publications Limited,London
The Congregation of the Adorers of the Sacred Heart of Jesus of Montmartre,London
The Congregation of the Daughters of the Cross of Liege,London
The Congregation of the Mission,London
The Connaught Hotel Limited,London
The Connaught square Practice,London
The Consultancy Group,London
The Conversation Trust (UK) Limited,London
The Coptic Orthodox Church Foundation,London
The Corporation of the Hall of Arts and Sciences (Trading as the Royal Alber,London
THE CROCODILE,LONDON
The Crown Estate,London
The Culture Trip Limited,London
The Currency Cloud Limited,London
The Dance Lab,London
The Death Penalty Project Charitable Trust,London
The Delfina Foundation,London
The Dental Surgery,London
The Dextrous Web Limited,London
THE DIANA AWARD,LONDON
The Digital Fairy Ltd,London
The Distillery London,London
The DMW Group Limited,London
The Doctors Laboratory,London
THE DORCHESTER GROUP LIMITED,LONDON
The Dragon Trip,London
The Drake Foundation,London
The Dreyfuss Group Limited,London
The DRH Collection Limited,London
The Duke of Edinburgh's International Award Foundation,London
The Economist Newspaper Limited,London
The Electrical Industries Charity Limited,London
The Elfin Network LLP,London
The Ellen Wilkinson School for Girls,London
The Elliot Foundation Academies Trust,London
THE EMBASSY OF KAZAKHSTAN,London
The Embassy of the Gabonese Republic,London
THE EMBASSY OF THE SULTANATE OF OMAN,LONDON
The Empire Design Company Ltd,London
The English Province of The Institute of Franciscan Missionaries of Mary,London
The English Studio Ltd,London
The Entertainment Business Limited,London
The Entryphone Co Ltd,London
The Equal Rights Trust,London
The Evangelical Church of Yahweh,London
The Exceptional Education Trust,London
The Exchange Lab,London
THE FAB AWARDS LIMITED,LONDON
The Facial Surgery Research Foundation - Saving Faces,London
The Fairtrade Foundation,London
The Family Officer Limited,London
The Farm Post Production Ltd.,London
The Federation of Heavers Farm and Selsdon Primary Schools,London
The Final Step Ltd,London
The Financial Times Ltd,London
The Fine Art Auction Group Limited,London
The Finsbury Group Limited,London
The Five Fields Restaurant Ltd,London
The Five Points Brewing Company Ltd,London
The Flying Music Company Limited,London
THE FOOD AND DRINK FEDERATION,LONDON
The Football Association Premier League Limited,London
THE FOUNDLING MUSEUM,LONDON
The Foundry Visionmongers Ltd,London
The Francis Crick Institute Limited,London
The Freedom Fund UK,London
The Furniture Practice Ltd,London
The Future Customer Limited,London
The Gallup Organisation Limited,London
The Gambia Embassy,London
The Garden Square Dental Practice,London
"The General Council of the Bar of England and Wales ""The Bar Council""",London
The General Council of the Bar,London
The Gentleman's Journal Ltd,London
The Gesher Trust,London
The Girls' Day School Trust,London
The Go-Ahead Group plc,London
The Godolphin and Latymer School,London
The Good Earth Group,London
The Gower School,London
The Great Northern Hotel,London
The Grey Coat Hospital,London
The Hackney Vet Limited,London
The Hairstyle n Fashion Ltd,London
The Handmaids of Mary,London
The Handmaids of the Blessed Sacrament and of Charity,London
The Handmaids of the Sacred Heart of Jesus,London
The Harley Street Clinic,London
The Harrodian School,London
The Health Foundation,London
The Health Lottery Limited,London
The Health Policy Partnership Limited,London
The Healthcare Management Trust,London
The Healthcare Messaging Group Ltd,London
The Hemming Group,London
The Henry Jackson Society,London
The Hideaways Club UK Ltd,London
The Highlands Regent Street Ltd,London
The Hokuriku Bank Ltd,London
The Holiday Place PLC,London
The Holmes Wood Consultancy Ltd,London
The Hospital of St John & St Elizabeth,London
The Hospitality Group UK Ltd,London
The Hub Agency Limited,London
The Hub Exchange,London
The Human Dignity Trust,London
The Hummingbird Bakery Ltd,London
The Ideas Factory Advertising & Design Limited,London
The IFRS Foundation,London
The Imaginarium Studios Ltd,London
The Imaginati Studios,London
The Imagination Group Limited,London
The Incorporated Council of Law Reporting for England and Wales,London
The Independent Calculation Agent Ltd,London
The Information Lab,London
The Innovation Enterprise Ltd,London
The Innovation Unit Limited,London
The Innovative Retail & Food Company LTD,City of London
The Institute of Cancer Research,London
The Institute of Ismaili Studies,London
The Institute of Physics,London
The International Institute for Strategic Studies,London
THE ISLAMIC CENTRE OF ENGLAND,LONDON
The Italia Conti Academy of Theatre Arts Ltd.,London
The Japan Association of Marine Safety (London Office),London
The Japan Foundation,London
The Japan Racing Association,London
The Japan Ship Owners' Mutual Protection and Indemnity Association,London
The Japanese Shipowners' Association(Office for Europe),London
THE JEWISH AGENCY FOR ISRAEL,LONDON
THE JIJI PRESS LIMITED,London
The JM Group (IT Recruitment) Limited,London
The JMH Partnership Ltd,London
The Kabbalah Centre,London
The Kantar Group Ltd,London
The Karuna Trust,London
The Kernel Brewery LTD,London
The King- Lewis Family Practice Limited,London
The Korea Development Bank London Branch,London
The Lab Music Studio Ltd,London
The LancasterLandmark Hotel Company Ltd t/a Lancaster London,London
The Law Society of England and Wales,London
The Learning Clinic Ltd,London
The Leisure Pass Group Limited,London
The Liberal Jewish Synagogue,London
THE LIBERTY ARMY,London
The Libyan Embassy,London
The Licensing Company Limited,London
The Lingoes Ltd,London
The Lister Hospital,London
The Local Data Company Limited,London
The London Acorn School,London
The London Art Works Ltd,London
The London Bread and Cake Company,London
The London Children's Practice,London
The London Community Foundation,London
The London Day Nursery Company Limited,London
The London Institute of Banking & Finance,London
THE LONDON METAL EXCHANGE,LONDON
THE LONDON NAUTICAL SCHOOL,LONDON
The London Sales Academy,London
The London School of Economics and Political Science,London
The London School of English and Foreign Languages Limited,London
The London Women's Clinic,London
The Lord's Taverners Limited,London
THE MAITLAND CONSULTANCY LIMITED,LONDON
The Mall Tavern,London
The Mandeville Hotel,London
The Mandy Network Ltd,London
The Marketing Store Worldwide (Europe) Limited,London
The Mental Health Foundation,London
The Metro Network Advertising Limited,London
The Middlesex Learning Trust,London
The Mill (Facility) Ltd,London
The Millbridge Group Ltd,London
The Millwall Football & Athletic Company (1985) plc,London
The Mindfulness Project Limited,London
The Miss Jones Agency Ltd,London
The Mission Marketing Group PLC,London
The Mission to Seafarers,London
The Missionary Sisters of St Columban,London
The Mitchell Practice,London
The Money Cloud Ltd,London
The Mosque & Islamic Centre of Brent,London
The Motley Fool Ltd,London
The Movement for Non-Mobile Children (Whizz-Kidz),London
The Mulsanne Partnership Limited,London
The National Association of Citizens Advice Bureaux,London
The National Council for Palliative Care,London
The National Gallery,London
The National Youth Orchestra of Great Britain,London
The Nature Conservancy,London
"The Nehru Centre, High Commission of India",London
The New India Assurance Company Ltd.,London
The New Vortex Jazz Club,London
The Norinchukin Bank,London
The Norwegian School in London ltd,London
The NPD Group Limited,London
The Office Cafe t/a Lofbergs UK,London
The Office Islington Limited,London
The Office of Andy Slaughter MP,London
The Old Vic Theatre Company (The Cut) Limited,London
The Open Data Institute,London
The Order of Friars Minor Conventual,London
THE OTHER MEDIA LIMITED,London
The Outside Organisation Ltd,London
The Outsider ltd,london
The Oval Partnership Architecture Ltd,London
The Pace Gallery Limited,London
The Pacifico Group Limited,London
The Parochial Church Council of the Ecclesiastical Parish of Christ Church L,London
The Parochial Church Council of the Ecclesiastical Parish of St Luke's Redcl,London
The Parochial Church Council of the Ecclesiastical Parish of Tollington,London
The People's Bank of China Representative Office for Europe,London
"THE PEOPLE'S INSURANCE COMPANY (GROUP) OF CHINA, EUROPEAN RE",London
The Pert Group (Research) UK Ltd,London
THE PETCHEY ACADEMY LTD,LONDON
The Peters Fraser & Dunlop Group Ltd,London
The Pickle Factory Limited,London
The Pie Partnership Ltd,London
THE PIONEER ACADEMY,LONDON
The Plastic Economy,London
The Playground Performing Arts Studio,London
The Pointer School Limited,London
The Portland Hospital,London
The Prince's Regeneration Trust,London
The Prince's School of Traditional Arts,London
The Princess Grace Hospital,London
The Print Room,London
The Printed Group Limited t/a Printed.com,London
The Private Clinic of Harley Street,London
The Profs Tuition Ltd,London
The Promota,London
The Promotions Factory Ltd,London
The Providores Ltd,London
the quant marketing company ltd,london
The Queen Rania Foundation,London
The Quilliam Foundation,LONDON
The Rainforest Foundation UK,London
THE REALITY OF GRACE MINISTRIES INTERNATIONAL,LONDON
The Really Useful Group Limited,London
The Recruitment and Employment Confederation,London
The Red Green and Blue Company Limited,London
THE REDEEMED ASSEMBLIES TRUST,LONDON
THE REDEEMED CHRISTIAN CHURCH OF GOD - GREAT LIGHT CONNECTIO,London
THE REDEEMED CHRISTIAN CHURCH OF GOD COVENANT RESTORATION,London
THE REDEEMED CHRISTIAN CHURCH OF GOD PRAISE CITY,LONDON
The Redeemed Christian Church of God-Victory House,London
THE REDEEMED EVANGELICAL,London
The Redress Trust,London
THE REMET CO LTD,LONDON
The Representative Office of Shanghai Clearing House in London,London
The Research House Limited,London
The Restaurant Group PLC,London
The Risk Advisory Group Plc,London
The Roche School,London
The Royal Ballet School,London
The Royal Ballet School,London
The Royal Ballet,London
The Royal Borough of Kensington & Chelsea Tenant Management Organisat,London
The Royal Borough of Kensington and Chelsea,London
The Royal Brompton and Harefield NHS Trust,London
The Royal Central School of Speech and Drama,London
The Royal College of Psychiatrists,London
The Royal Drawing School,London
The Royal Foundation of the Duke and Duchess of Cambridge and Prince Ha,London
The Royal Hospital of Neuro-Disability,London
The Royal Institute of International Affairs,London
The Royal Institution of Chartered Surveyors,London
The Royal Marsden NHS Foundation Trust,London
THE ROYAL NATIONAL THEATRE,LONDON
The Royal Opera,London
The Royal Society,London
The Royal Town Planning Institute,London
The Royal United Services Institute,London
"The RSA (The Royal Society for the encouragement of Arts, Manufactures an",London
The Rubicon Project Limited,London
The Salvation Army,London
THE SCHOOLSCOMPANY TRUST,LONDON
The Scout Association,London
The Seaport Group Europe LLP,London
The Search Party Ltd,London
The Serpentine Trust,London
The Shakespeare Globe Trust,London
The Shakespeare Globe Trust,London
The Shipping Corporation of India Ltd,LONDON
The Shires Home Care Services Limited,London
The Simon Community,"London,"
The Smalls,London
The Smart Cube Ltd,London
The Social Innovation Partnership,London
The Social Investment Consultancy,London
The Social Travel Club Ltd,London
The Society of St Paul the Apostle,London
The Society of the Sacred Heart,London
THE SOFA &CHAIR COMPANY,LONDON
The Sorbet Experience UK Limited,London
The Spectator (1828) Ltd,London
The SR Group (UK) Limited,London
The St Marylebone Church of England Bridge School,London
The Supplies House,London
The Sustainable Home Survey Company,London
The Sweetshop Films Ltd,London
The Talent Business Limited,London
The Tapscott Learning Trust,London
The Team Brand Communication Consultants Ltd,London
THE TEKEYAN TRUST,LONDON
THE TENNIS & RACKETS ASSOCIATION LIMITED,London
The Tennis Foundation,London
The Thomas Coram Foundation for Children,London
The Tiffin Tin Resturant,London
"The Toa Reinsurance Company, Limited",London
The Toronto Dominion Bank,London
The Travel Company Limited,London
The Trevor Patrick Partnership Ltd,London
The Trinity Column Ltd,London
The UCL Academy,London
The UK Trade Desk Ltd,London
THE UNDERGROUND CORPORATION LIMITED,LONDON
The Underworld,London
The Underwriting Exchange Limited,London
The University of West London,London
The Up Group Limited,London
The Urdang Academy,London
The Vantage Point Group Holdings Ltd,London
The Village School,London
The Vince Hines Foundation,LONDON
The Visa Machine Ltd,London
The Walt Disney Company Ltd,London
The Wapping and Shadwell Secondary Education Trust Ltd,London
The Watch-Men Agency Limited,LONDON
The Wellcome Trust Limited (as Trustee of the Wellcome Trust),London
The Wellington Hospital,London
The Wellington Trust,London
The Westbury Hotel Ltd,London
THE WESTMINSTER FAMILY SCHOOL,LONDON
THE WEYMOUTH CLINIC LTD,LONDON
The White Company (UK) Ltd,London
The Whitehouse Consultancy,London
The Wigmore Hall Trust,London
The William Hogarth School,London
The WKCIC Group (trading as Capital City College Group),London
The Works Marketing Communications Ltd,London
The Works Search Ltd,London
The Workshop Technologies Ltd,London
The World Federation of Exchanges Limited,London
The Yard Creative Limited,London
The Yomiuri Shimbun,London
The Young Foundation,London
THE ZAHRA TRUST,LONDON
THEATRE DE COMPLICITE EDUCATION LTD,LONDON
Theatre for a Change Limited,London
Theatre of Comedy Company Limited,London
THEATRE ROYAL HAYMARKET LTD,LONDON
Theodo Ltd,London
Theorem EMEA Pvt Limited,London
ThePlatform UK Limited,London
THEREFORE LIMITED,LONDON
Thetrianglelab Limited T/A Dojo App,London
Thingful Limited,Londond
Think BlackBook Limited,London
Think Inside Ltd,London
Think Jam Limited,London
Thinking Fish Ltd,London
thinkstep ltd,London
Third Bridge Group Limited,London
Third Way Recruitment Ltd,London
Thirty Three Group Limited,London
This is ABCD Ltd,London
THIS IS TOMMY LTD,LONDON
This Place Ltd,London
Thomas Cooper LLP,London
THOMAS EXCHANGE GLOBAL,LONDON
Thomas Miller & Co Ltd,London
Thomas Murray Limited,London
Thomas Traum Limited,London
THOMPSON & CO Solicitors,London
Thompson's Gallery,London
Thornton Tomasetti Ltd,London
Thought Provoking Consulting Limited,London
ThoughtRiver Ltd,London
ThoughtWorks Ltd,London
ThousandEyes UK Limited,London
Threadneedle Management Services Limited,London
Threads Styling LTD,London
THREE CROWNS (SERVICES) LLP,LONDON
Three Hills Capital Partners LLP,London
Three Six Zero Group,London
Threefold Architecture Limited,London
Threepipe Ltd,London
Thrombosis Research Institute,London
Thunderbird Partners LLP,London
Thunderbird Releasing Limited,London
Thurlestone Shipping Limited,LONDON
"Thusfresh, Inc",London
TIBCO Software Ltd,London
Tibet Foundation,London
Tibra Trading Europe Ltd,London
Ticketmaster UK Ltd,London
Tictrac Limited,London
Tide Platform Ltd,London
Tier 1 Generations Ltd,London
Tiffany & Co . Limited,London
Tiger Aspect Holdings Ltd,London
Tiger Recruitment Limited,London
TigerRisk Partners (UK) Ltd,London
Tigerspike Limited,London
Tigerwit Limited,London
Tikehau Capital Europe Limited,London
TIM FLACH PHOTOGRAPHY LTD,LONDON
Time Based Arts Ltd,London
Time Inc. (UK) Limited,London
Time Inc. (UK) Ltd,London
Time Machine (Europe) LTD,London
Time Magazines Europe Limited,London
Time Out Group PLC,London
Timelooper Ltd,London
Times Internet (UK) Ltd,London
TimeTarget Workforce Management Limited,London
Timothy Taylor Gallery,London
Tintri (UK) Limited,London
TIS Research UK Ltd,London
Tishman Speyer Properties UK Limited,London
Tiso Blackstar Limited,London
Titan Wood Limited,London
TKD Solicitors,London
TKG Ltd t/a The Keen Group,London
TLC MARKETING UK LIMITED,LONDON
TLG Capital Investments Ltd,London
TLS Contact (UK) Ltd,London
TMF Management (UK) Ltd,London
TMKG Ltd,London
TMNS UK Digitisation Solutions Ltd,London
Toaster Limited,London
Toby Newman Photography LTD,London
"TodayTix, Ltd",London
Todd Longstaffe-Gowan Limited,"London,"
Toh Shimazaki Architecture Limited,London
"Toho Titanium Europe Co., Ltd.",London
Tokai Tokyo Securities Europe Limited,London
Token.IO Ltd,London
TokenCard Limited,London
Tokio Marine Kiln Insurance Services Ltd,London
Tokio Millennium Re AG,London
Tokyo Diner Limited,London
Tokyo Electric Power Company Holdings Incorporated,London
"Tokyo Stock Exchange, Inc",London
Toluna UK Ltd,London
Tom Ford Studio Limited,London
Tom Hingston Studio,London
Tom Stuart-Smith Ltd,London
TomTom Software Limited,London
Tong Digital Limited,London
Tonkin Liu Limited,London
Tony Blair Institute,London
TONY DENTON PROMOTIONS LTD,LONDON
ToolsGroup,London
Top Tie Trading (UK) Limited,London
TOPdesk UK Limited,London
TOPPAN EUROPE GMBH - LONDON BRANCH,London
Toppan Leefung Printing (Europe) Limited,London
Toptour Europe Limited,London
Torch Partners Corporate Finance Limited,London
Torreya Partners (Europe) LLP,London
Tory Burch (UK) Ltd,London
Toscafund Asset Management LLP,London
Total Compliance Limited,London
TOTAL DIET FOOD LIMITED,LONDON
Total Gas and Power Limited,London
TOTAL LINK LTD T/A GLOBE PHARMACY,LONDON
Total Media Limited,London
TOTALITY UK LIMITED,LONDON
Totaljobs Group Limited,London
Totally Communications,London
Totland Toys and nursery Goods Ltd,London
TOTO EUROPE GMBH (UK BRANCH),LONDON
Tottenham Hotspur,London
Tottenham U.T.C.,London
TOUCAN VENTURES LTD,LONDON
toucanBox,London
Touchline Publishing Ltd,London
Touchnote Ltd,London
Touchsky Media Limited,London
Touchstone Innovations Plc,London
TouchTunes UK Ltd,London
Tough Mudder Ltd,London
Tour Constructor Ltd,London
Tourico Holidays UK Limited,London
Tourism Australia,London
Tourmaline Europe LLP,London
Tower Boots London Ltd,London
TOWER BRIDGE INTERNATIONAL SERVICES L.P.,LONDON
Tower Research Capital Europe Limited,London
Tower Transit Operations Ltd,London
TowerBrook Capital Partners (U.K.) LLP,London
Towergate Insurance,London
Towerhouse LLP,London
Towerstone Partners Limited,London
Townshend Landscape Architects Limited,London
Toyota Tsusho Automobile London Holdings Ltd,London
Toyota Tsusho UK Ltd,London
"TPG EUROPE, LLP",LONDON
Traackr Limited,London
Trace Group Limited,London
TRACTABLE LTD,LONDON
Traction Digital Limited,London
Trade Finance Partners Ltd,London
TRADEIX LTD,LONDON
Tradelink Worldwide Limited,London
TradeRisks Limited,London
Tradeweb Europe Limited,London
Tradewill Limited,London
Tradewind Recruitment Ltd,London
Trading House (London) Ltd,London
Trading Technologies  UK Limited,London
TradingScreen (UK) Limited,London
Tradition (UK) Limited,London
Trafalgar Capital Management Limited,London
Trafalgar Entertainment Group Limited,London
Trafalgar Entertainment Group Limited,London
Trafi Limited,London
Trafigura,London
Trafix Media Ltd,London
Trailmix Limited,London
TrailStone UK Ltd,London
Training Square London Limited,London
Trainline Investments Holdings Limited,London
Tramonex,London
Tramontana Asset Management Limited,London
Tramontina United Kingdom Limited,London
TRANGS (UK) LTD,LONDON
Trans Indus Limited,London
Transcargo Europe Limited,London
TRANSCARGO SERVICES LIMITED,LONDON
Transcosmos (UK) Limited,London
Transeuropean Centre Limited,London
TransferTo Limited,London
TransferWise Ltd,London
Transform Foundation,London
Transformation Nous Ltd,London
Transforming Systems Ltd,London
Transgressive Events Ltd,London
Translate Plus Limited,London
TranslateMedia Limited,London
Transmission Investment Services Limited,London
Transparency International UK,London
Transperfect Translations Limited,London
Transport Design Consultancy Ltd.,London
Transport for London,London
TransRe London Services Limited,London
Tratos Ltd,London
Trauma Healing Clinic Limited (trading as Khiron House),London
Trav Corp Management Services Limited,London
Travcorp UK Limited,London
Travel Boutique GB Ltd,London
Travel Connection Europe Ltd,London
TRAVEL CONSOL LIMITED,LONDON
Travel Link Worldwide Ltd,London
Travel Security Services Ltd,London
Travel Tripper Ltd,London
Travel Weekly Group Limited,London
Travelex Holdings Limited,London
Travelfusion Ltd,London
Travellanda Ltd.,London
Travelzoo (Europe) Limited,London
Travers Smith LLP,London
Trax Retail Ltd,London
Trayport Limited,London
Treasury Solicitor's Depertment,London
Treat Digital Limited,London
Trehearne LLP trading as Trehearne Architects,London
Trekstock Limited,London
Trenchant Employee Services Limited,London
Trend Micro (UK) Limited,London
TrendKite Limited,London
Trendstop Limited,London
trendwatching.com Limited,London
Tres Services Ltd,London
Tresor Paris (UK) PLC,London
Trevor Roberts School Ltd,London
"TRGRP, Inc.",London
Triangle Arts Trust,London
Triangle Investments and Development Limited,London
Tribe Group Digital Limited,London
Tribeka Ltd,London
Tribridge EMEA Ltd,London
Tricon Energy UK Limited,London
Tricor Services Europe LLP,London
Tricycle Theatre Co Ltd,London
Trident Lifting Solutions Ltd,London
Trident Publications Limited,London
Trident Trading (UK) Limited,London
Triforce Entertainment Ltd,London
Triland Metals Limited,London
Trilateral Research Ltd.,London
Trillium Partners Limited,London
Trinity at Bowes Methodist Church,London
Trinity Baptist Church,London
Trinity International LLP,London
Trinity Laban,London
Trintech UK Ltd,London
TripAdvisor Ltd,London
Triple A Entertainment Group Ltd,London
Triple Line Consulting Limited,London
TripleLift UK Ltd,London
Tripleplay Services Ltd,London
Trireme Insurance Group Limited,London
TriSpan LLP,London
TRISTAN CAPITAL LLP,LONDON
Tristan Phillimore,London
Triton Container UK Limited,London
Trium Capital Managers Ltd,London
Trium Investment Management LLP,London
Trivascular Switzerland GMBH,London
TRNC LONDON REPRESENTATIVE OFFICE,LONDON
Troup Bywaters & Anders,London
Trowbridge International Tax Services Ltd,London
Trowers & Hamlins,London
True Capital Limited,London
True North Human Capital Limited,London
TrueLayer Limited,London
Truly Experiences Limited,London
Truphone Limited,London
truRating Limited,London
Trust Tech Inc. U.K. London Branch,London
Trustees for Roman Catholic Purposes,LONDON
Trustees of the London Clinic Ltd,London
Trustmarque Solutions Limited,London
Trustpilot Ltd.,London
Trustwave Limited,London
Truth Consulting Ltd,London
Tryzens Limited,London
TSL Research Group Limited,London
TSSP Europe LLP,London
TSYS Card Tech,London
T-Systems Ltd,London
TT International Investment Management LLP,London
TT Network Integration Europe GmbH,London
TTT Moneycorp Limited,London
TU-Automotive Limited,London
Tuckers Solicitors,London
Tudor Barn Pleasaunce Ltd T/a Tudor Barn Eltham,London
Tudor Capital Europe LLP,"London,"
"Tudor, Pickering, Holt & Co. International, LLP",London
Tufton Oceanic Ltd,London
Tuite Tang Wong,London
TULCHAN COMMUNICATIONS LLP,London
Tulip Hotels & Real Estate Limited,London
Tulla (UK),London
Tullett Prebon Group Limited,London
Tulloch & Co,London
Tullow Oil Plc,London
Tungsten Network Limited,London
Tunisair,London
Tunisian National Tourist Office,London
Turkington Martin Landscape Architects,London
Turkish Airlines,London
Turkish Bank (UK) Ltd,London
Turkiye Is Bankasi A.S.,London
Turnberry Consulting Ltd,London
TURNER (LONDON) LTD.,LONDON
Turner Broadcasting System Europe Limited,London
TURNER INTERNATIONAL (UK) LIMITED,London
Turney Primary & Secondary Special School,London
Turnkey Consulting (UK) Limited,London
Turquoise Brand Ltd,London
Tutorfair Limited,London
Tutti Frutti Direct Ltd.,London
TV Asahi Corporation London Bureau,London
TV Tokyo Corporation London Bureau,London
TVF Limited,London
TVG Limited,London
TW Partners International LTD,London
Twelfth Man Limited,London
Twelve Architects Ltd,London
Twelve Capital (UK) Limited,LONDON
TWELVENYC (UK) LIMITED,LONDON
Twentieth Century Fox Film Company Limited,London
Twenty First Amendment Ltd (T/A Pontoon Cocktails),London
TwentyEighty Strategy Execution (UK) Ltd,London
TwentyFour Asset Management LLP,London
twentysix,London
Twentytwoyards Ltd,London
Twilio UK Limited,London
Twin Group,London
Twin Music Inc Ltd,London
Twin Wholesale Limited,London
Twinklers Limited,London
Twitter UK Ltd,LONDON
Two Sigma International Limited,London
Two Times Elliott,London
TWS Partners Limited,London
Twyford Church of England Academies Trust,London
TXF Limited,London
TXOdds (UK) Limited,London
TXT Services Limited,London
TYFOON   RESTAURANTS  LIMITED,LONDON
Tyler Capital Ltd,London
Tyndaris Services Limited,London
Typhoon Consulting Limited,London
Typsa Limited,London
Tyrus Capital Services Ltd,London
U Can Fly Ltd T/A Lycafly,London
U. ALLEMANDI & CO. PUBLISHING LIMITED,LONDON
UAE Exchange UK Limited,London
UBA CAPITAL (EUROPE) LTD,LONDON
UBC Late Stage (UK) Ltd,London
Uber London Limited,London
Ubergrub Ltd,London
UBIQUE SYSTEMS UK LIMITED,LONDON
UBM (UK) Limited,London
UBMG Limited,London
UBS AG,London
UCKG HELPCENTRE,LONDON
UCL Consultants Ltd,London
Ucommunications Limited,London
UD Europe Ltd,London
UENI Limited,London
UES London Ltd,London
Ugam International Limited,London
Uganda High Commission,London
UHY Hacker Young LLP,London
UI Centric Ltd,London
UIPATH LIMITED,LONDON
UK Bond Network Limited,London
UK Clearing House Limited,London
UK Journals Limited,London
UK LEGAL & IMMIGRATION EXPERTS LTD.,LONDON
UK Mission Enterprise Ltd,London
UK Payments Administration Limited,London
UK Power Networks (Operations) Ltd,London
UK PROPERTY AND INVESTMENT WEEKLY LTD,London
UK Rail Advisory Limited,London
UK Sheppard Limited,London
UK Study Centre Ltd.,London
UK US Tax Advisory Services LLP,London
UK VISA PARTNERS LTD,LONDON
UK WORLD EVANGELISM TRUST,LONDON
UKLTH UK LTD,London
UKsub Limited,London
UKTMP INTERNATIONAL LIMITED,LONDON
UKTV MEDIA LIMITED,LONDON
Ullink Limited,London
Ullysis Investment Club Limited,London
Ultra Properties Management UK Ltd,London
Ultra Serve Europe Limited,London
Ultraswift Ltd.,London
Umbrellium Ltd,London
Unanico Limited,London
Unboxed Consulting,London
Underbelly Ltd,London
Undercurrent (UK) Limited,London
Underdog Restaurants Ltd,London
Underwood Solicitors LLP,London
UNEEK CLOTHING COMPANY LIMITED,LONDON
UNIBIN UK Limited,London
UNICORN TESTING LTD,LONDON
"Unicredit Bank AG, London Branch",London
Unified Technologies Ltd,London
UNION BANCAIRE PRIVEE,LONDON
Union Bank of India (UK) LTD,LONDON
Union Bank UK plc,London
"UnionPay International Co., Ltd UK Branch",London
Unipec UK Company Limited,London
UNIQLO UK LTD,London
UNIQUE CARIBBEAN HOLIDAYS LTD,London
Unique Connections Limited,London
Unique Digital Marketing Limited T/A syzygy,London
Unique Ventures Ltd T/A Vive Unique,London
UNISPACE GLOBAL LIMITED,London
Unisys Limited,London
Unit 9 Limited,London
Unit9 Apps Ltd,London
United Artists Corporation Limited,London
United Authors Publishing Ltd,London
United Insurance Brokers Limited,London
United Jewish Israel Appeal,London
United National Bank Limited,London
United Overseas Bank Ltd,London
